id,refseq,uniprot,gene,chrom,start,end
A_33_P3370132,NM_012470,A0A024R794,,,,
A_33_P3370163,THC2588995,,,,,
A_33_P3370202,NM_198184,P61366,,,,
A_33_P3370212,THC2686626,,,,,
A_33_P3370217,ENST00000375325,,,,,
A_33_P3370222,ENST00000375325,,,,,
A_33_P3370226,NM_000971,P18124,,,,
A_33_P3370244,NM_001145011,A6NNT2,,,,
A_33_P3370265,ENST00000342963,,,,,
A_33_P3370284,NM_001130071,Q9Y6I3,,,,
A_33_P3370305,NM_145041,Q96A25,,,,
A_33_P3370310,NM_001171796,A0A024R9A0,,,,
A_33_P3370325,A_33_P3370325,,,,,
A_33_P3370364,NM_004248,A5JUU5,,,,
A_33_P3370404,NM_015368,A0A024R397,,,,
A_33_P3370424,NM_017617,P46531,,,,
A_33_P3370434,ENST00000503568,,,,,
A_33_P3370449,NM_152413,Q8NHS2,,,,
A_33_P3370454,NM_001002035,Q8NET1,,,,
A_33_P3370461,BC047718,,,,,
A_33_P3370511,AK128128,,,,,
A_33_P3370515,A_33_P3370515,,,,,
A_33_P3370521,ENST00000427872,,,,,
A_33_P3370555,ENST00000445021,,,,,
A_33_P3370570,NM_173800,A0A0A6YYA2,,,,
A_33_P3370575,NM_001004196,P41217,,,,
A_33_P3370600,NM_001162997,P0DI80,,,,
A_33_P3370612,A_33_P3370612,,,,,
A_33_P3370615,ENST00000406220,,,,,
A_33_P3370634,ENST00000557659,,,,,
A_33_P3370692,A_33_P3370692,,,,,
A_33_P3370707,NM_000554,O43186,,,,
A_33_P3370714,NM_001166424,,,,,
A_33_P3370736,ENST00000526566,,,,,
A_33_P3370751,NM_022739,Q96DE7,,,,
A_33_P3370763,NM_015077,Q05B42,,,,
A_33_P3370787,NM_004442,P29323,,,,
A_33_P3370812,BC028196,,,,,
A_33_P3370832,ENST00000481658,,,,,
A_33_P3370848,NM_014209,O00321,,,,
A_33_P3370855,ENST00000453808,,,,,
A_33_P3370875,THC2724751,,,,,
A_33_P3370881,XM_003403707,,,,,
A_33_P3370890,NM_001033564,Q4G0N7,,,,
A_33_P3370930,ENST00000393559,,,,,
A_33_P3370940,BC044633,,,,,
A_33_P3370944,NM_013435,Q9Y2V3,,,,
A_33_P3370959,NM_001732,Q13410,,,,
A_33_P3370989,ENST00000356722,,,,,
A_33_P3371055,NM_004161,P62820,,,,
A_33_P3371089,NM_019072,Q96EQ0,,,,
A_33_P3371109,AK127669,,,,,
A_33_P3371115,NR_026558,,,,,
A_33_P3371142,A_33_P3371142,,,,,
A_33_P3371144,A_33_P3371144,,,,,
A_33_P3371154,NM_199451,,,,,
A_33_P3371175,NM_177538,Q6UW02,,,,
A_33_P3371180,NR_024042,,,,,
A_33_P3371185,THC2584414,,,,,
A_33_P3371204,BX098631,,,,,
A_33_P3371209,NR_026992,,,,,
A_33_P3371215,THC2784943,,,,,
A_33_P3371219,NM_002998,A0A024R9D1,,,,
A_33_P3371224,NM_001204831,Q9NW15,,,,
A_33_P3371237,A_33_P3371237,,,,,
A_33_P3371243,A_33_P3371243,,,,,
A_33_P3371247,A_33_P3371247,,,,,
A_33_P3371260,A_33_P3371260,,,,,
A_33_P3371270,NR_002323,,,,,
A_33_P3371305,THC2507457,,,,,
A_33_P3371318,BC066548,,,,,
A_33_P3371320,NM_199194,Q9NXR7,,,,
A_33_P3371325,THC2652934,,,,,
A_33_P3371333,NM_177987,Q3ZCM7,,,,
A_33_P3371341,NR_026788,,,,,
A_33_P3371360,NM_001123364,Q5JXM2,,,,
A_33_P3371381,ENST00000506596,,,,,
A_33_P3371402,NR_027402,,,,,
A_33_P3371425,NM_020451,Q9NZV5,,,,
A_33_P3371450,A_33_P3371450,,,,,
A_33_P3371460,ENST00000333418,,,,,
A_33_P3371493,NM_003286,P11387,,,,
A_33_P3371509,BC037972,,,,,
A_33_P3371514,NM_022755,Q9H8X2,,,,
A_33_P3371553,AK057318,,,,,
A_33_P3371564,NR_024361,,,,,
A_33_P3371588,NM_023934,Q9BWH2,,,,
A_33_P3371633,NM_014978,Q86XB2,,,,
A_33_P3371650,BC052561,,,,,
A_33_P3371663,NM_002344,P29376,,,,
A_33_P3371683,A_33_P3371683,,,,,
A_33_P3371698,XR_132506,,,,,
A_33_P3371703,BX115986,,,,,
A_33_P3371708,THC2495962,,,,,
A_33_P3371718,NM_002970,P21673,,,,
A_33_P3371727,ENST00000379253,,,,,
A_33_P3371752,ENST00000371727,,,,,
A_33_P3371769,A_33_P3371769,,,,,
A_33_P3371775,AK130923,,,,,
A_33_P3371785,NM_001128175,,,,,
A_33_P3371810,X58330,,,,,
A_33_P3371819,NM_024754,A0A024RAM6,,,,
A_33_P3371889,NM_014840,A0A024RBL3,,,,
A_33_P3371904,NM_198188,B3KN99,,,,
A_33_P3371910,NM_138394,Q8WVV9,,,,
A_33_P3371954,NM_052868,Q969P0,,,,
A_33_P3371984,NM_205833,,,,,
A_33_P3371989,NM_205833,,,,,
A_33_P3371999,NM_007030,O94811,,,,
A_33_P3372004,NM_005849,O95976,,,,
A_33_P3372044,NM_198485,Q6ZUI0,,,,
A_33_P3372069,NM_182971,Q7Z4L0,,,,
A_33_P3372074,NM_001031803,A0PJJ0,,,,
A_33_P3372084,A_33_P3372084,,,,,
A_33_P3372090,A_33_P3372090,,,,,
A_33_P3372094,NM_004140,Q15334,,,,
A_33_P3372099,NM_145244,Q96D03,,,,
A_33_P3372104,A_33_P3372104,,,,,
A_33_P3372124,NM_001143906,A0A024RBK4,,,,
A_33_P3372161,THC2507627,,,,,
A_33_P3372189,BC029410,,,,,
A_33_P3372199,THC2721084,,,,,
A_33_P3372207,A_33_P3372207,,,,,
A_33_P3372212,L14723,,,,,
A_33_P3372217,ENST00000401992,,,,,
A_33_P3372237,NM_015420,A0A087WT20,,,,
A_33_P3372251,ENST00000334082,,,,,
A_33_P3372257,NM_004272,Q5U5K4,,,,
A_33_P3372266,ENST00000390283,,,,,
A_33_P3372281,NM_020662,Q9HD23,,,,
A_33_P3372285,NM_007137,P51508,,,,
A_33_P3372288,ENST00000334937,,,,,
A_33_P3372293,NM_007137,P51508,,,,
A_33_P3372297,NM_001159746,,,,,
A_33_P3372318,ENST00000490828,,,,,
A_33_P3372332,NM_000101,B4DT46,,,,
A_33_P3372368,ENST00000551318,,,,,
A_33_P3372376,AK124259,,,,,
A_33_P3372389,NM_015102,O75161,,,,
A_33_P3372397,ENST00000397190,,,,,
A_33_P3372413,THC2788944,,,,,
A_33_P3372426,NM_007038,Q9UNA0,,,,
A_33_P3372451,NM_199184,O43598,,,,
A_33_P3372466,NM_138501,Q9NZ01,,,,
A_33_P3372488,ENST00000371209,,,,,
A_33_P3372501,NM_015316,Q96KQ4,,,,
A_33_P3372526,ENST00000392214,,,,,
A_33_P3372563,NM_033450,Q5T3U5,,,,
A_33_P3372566,ENST00000443426,,,,,
A_33_P3372580,NM_018714,Q8WTW3,,,,
A_33_P3372600,XR_109159,,,,,
A_33_P3372635,NR_003720,,,,,
A_33_P3372640,ENST00000537226,,,,,
A_33_P3372647,ENST00000390301,,,,,
A_33_P3372659,A_33_P3372659,,,,,
A_33_P3372666,NM_033023,,,,,
A_33_P3372667,ENST00000442269,,,,,
A_33_P3372674,NR_026784,,,,,
A_33_P3372682,NR_024009,,,,,
A_33_P3372688,NM_001164405,Q7RTU4,,,,
A_33_P3372699,NM_174977,B2RMR2,,,,
A_33_P3372705,NR_034178,,,,,
A_33_P3372722,THC2639225,,,,,
A_33_P3372727,NM_003966,Q13591,,,,
A_33_P3372742,ENST00000376535,,,,,
A_33_P3372752,XM_003118492,,,,,
A_33_P3372788,NM_001170755,B4DRP3,,,,
A_33_P3372840,NM_001033886,,,,,
A_33_P3372844,NM_019082,Q9NY93,,,,
A_33_P3372859,NM_001111322,,,,,
A_33_P3372869,NM_007010,B3KM65,,,,
A_33_P3372874,NM_182699,Q86TM3,,,,
A_33_P3372886,NM_175066,Q8N8A6,,,,
A_33_P3372910,NM_014314,O95786,,,,
A_33_P3372924,ENST00000366779,,,,,
A_33_P3372941,NM_012461,Q9BSI4,,,,
A_33_P3372954,XR_111130,,,,,
A_33_P3372965,THC2548828,,,,,
A_33_P3372979,NR_015451,,,,,
A_33_P3372985,NR_024457,,,,,
A_33_P3373009,A_33_P3373009,,,,,
A_33_P3373014,A_33_P3373014,,,,,
A_33_P3373046,NM_001024596,Q68DY9,,,,
A_33_P3373119,A_33_P3373119,,,,,
A_33_P3373134,NM_015284,Q5T011,,,,
A_33_P3373139,ENST00000470139,,,,,
A_33_P3373144,ENST00000357658,,,,,
A_33_P3373163,A_33_P3373163,,,,,
A_33_P3373165,NM_001177376,,,,,
A_33_P3373185,NR_024497,,,,,
A_33_P3373194,A_33_P3373194,,,,,
A_33_P3373200,A_33_P3373200,,,,,
A_33_P3373203,AK126778,,,,,
A_33_P3373214,NM_001204180,Q96EF9,,,,
A_33_P3373243,XR_110135,,,,,
A_33_P3373259,NM_018398,Q8IZS8,,,,
A_33_P3373273,NM_005073,B2CQT6,,,,
A_33_P3373298,NR_040585,,,,,
A_33_P3373308,NR_036683,,,,,
A_33_P3373313,NR_026957,,,,,
A_33_P3373329,NM_198795,Q9BXT4,,,,
A_33_P3373343,NM_001011719,Q5FYA8,,,,
A_33_P3373348,ENST00000483600,,,,,
A_33_P3373358,NM_005497,P36383,,,,
A_33_P3373364,NM_013943,Q6FIC5,,,,
A_33_P3373375,NM_004356,A0A024RCB7,,,,
A_33_P3373384,NM_001077419,,,,,
A_33_P3373388,NM_001127644,P14867,,,,
A_33_P3373403,NM_016274,Q53GL0,,,,
A_33_P3373418,A_33_P3373418,,,,,
A_33_P3373433,THC2784818,,,,,
A_33_P3373437,XR_108760,,,,,
A_33_P3373446,ENST00000453638,,,,,
A_33_P3373459,NM_018641,A0A024R860,,,,
A_33_P3373469,NM_002808,Q13200,,,,
A_33_P3373504,ENST00000318117,,,,,
A_33_P3373541,NM_173717,,,,,
A_33_P3373560,NM_001130438,,,,,
A_33_P3373573,ENST00000444406,,,,,
A_33_P3373580,A_33_P3373580,,,,,
A_33_P3373584,A_33_P3373584,,,,,
A_33_P3373598,NR_002794,,,,,
A_33_P3373614,NM_014971,B3KT90,,,,
A_33_P3373654,A_33_P3373654,,,,,
A_33_P3373690,A_33_P3373690,,,,,
A_33_P3373707,NM_003569,O15400,,,,
A_33_P3373715,ENST00000445977,,,,,
A_33_P3373745,NM_014299,,,,,
A_33_P3373750,NM_014299,,,,,
A_33_P3373765,NM_000797,A0A0G2JM26,,,,
A_33_P3373771,ENST00000453111,,,,,
A_33_P3373775,NM_001010922,Q5TBC7,,,,
A_33_P3373795,A_33_P3373795,,,,,
A_33_P3373805,A_33_P3373805,,,,,
A_33_P3373810,THC2668752,,,,,
A_33_P3373850,NM_032259,Q96S15,,,,
A_33_P3373885,ENST00000416045,,,,,
A_33_P3373892,ENST00000376040,,,,,
A_33_P3373955,NM_183059,Q7Z3Z2,,,,
A_33_P3373960,NM_183059,Q7Z3Z2,,,,
A_33_P3373970,A_33_P3373970,,,,,
A_33_P3373975,AK126686,,,,,
A_33_P3373985,XM_001718914,,,,,
A_33_P3373991,ENST00000437095,,,,,
A_33_P3374010,NM_012309,Q9UPX8,,,,
A_33_P3374025,NR_038827,,,,,
A_33_P3374030,AK125954,,,,,
A_33_P3374035,AK094630,,,,,
A_33_P3374049,NM_138346,Q8IYS2,,,,
A_33_P3374076,NM_001098635,,,,,
A_33_P3374085,NM_001137552,,,,,
A_33_P3374087,NM_001080504,A0A0A0MR46,,,,
A_33_P3374117,ENST00000475369,,,,,
A_33_P3374162,ENST00000390399,,,,,
A_33_P3374165,ENST00000528269,,,,,
A_33_P3374170,A_33_P3374170,,,,,
A_33_P3374180,A_33_P3374180,,,,,
A_33_P3374190,NM_005539,Q14642,,,,
A_33_P3374205,NM_002417,P46013,,,,
A_33_P3374210,NM_002417,P46013,,,,
A_33_P3374215,A_33_P3374215,,,,,
A_33_P3374221,AK127740,,,,,
A_33_P3374253,XM_001717762,,,,,
A_33_P3374258,ENST00000369506,,,,,
A_33_P3374264,NR_015453,,,,,
A_33_P3374273,ENST00000452354,,,,,
A_33_P3374289,NM_144661,Q8WW14,,,,
A_33_P3374293,NM_024854,Q8WU10,,,,
A_33_P3374299,NM_173561,H8YHX0,,,,
A_33_P3374318,ENST00000428188,,,,,
A_33_P3374324,NM_001005288,Q9H343,,,,
A_33_P3374338,BM981407,,,,,
A_33_P3374343,A_33_P3374343,,,,,
A_33_P3374365,XM_001717980,,,,,
A_33_P3374378,AK126774,,,,,
A_33_P3374388,AK126983,,,,,
A_33_P3374394,NM_001039675,Q9H3U1,,,,
A_33_P3374398,AK097103,,,,,
A_33_P3374443,NM_024003,,,,,
A_33_P3374463,NM_001242336,P55082,,,,
A_33_P3374478,ENST00000429162,,,,,
A_33_P3374504,ENST00000334363,,,,,
A_33_P3374543,ENST00000380387,,,,,
A_33_P3374553,ENST00000435300,,,,,
A_33_P3374559,NR_024448,,,,,
A_33_P3374563,NM_018418,Q9P0W8,,,,
A_33_P3374589,ENST00000402380,,,,,
A_33_P3374623,NM_019112,B3KUJ3,,,,
A_33_P3374633,CB852070,,,,,
A_33_P3374640,NM_001101340,C9JUS6,,,,
A_33_P3374643,NM_025155,Q9BRP4,,,,
A_33_P3374673,NR_027249,,,,,
A_33_P3374678,NM_004262,O60235,,,,
A_33_P3374684,ENST00000398617,,,,,
A_33_P3374718,NR_033805,,,,,
A_33_P3374723,NM_001128128,B2RBI8,,,,
A_33_P3374758,NM_006141,A0A024R6Z0,,,,
A_33_P3374778,NR_036534,,,,,
A_33_P3374833,NM_012388,B3KY40,,,,
A_33_P3374878,NM_024582,B3KU84,,,,
A_33_P3374893,NR_038369,,,,,
A_33_P3374903,A_33_P3374903,,,,,
A_33_P3374907,A_33_P3374907,,,,,
A_33_P3374947,NM_138693,A0A075B756,,,,
A_33_P3374952,NM_173484,Q5JT82,,,,
A_33_P3374957,NM_031918,Q9BXK1,,,,
A_33_P3374970,NM_001206627,C9J1S8,,,,
A_33_P3374971,NR_028346,,,,,
A_33_P3374982,A_33_P3374982,,,,,
A_33_P3374987,NM_198571,Q8N8M0,,,,
A_33_P3374997,NR_027035,,,,,
A_33_P3375002,NR_038263,,,,,
A_33_P3375026,A_33_P3375026,,,,,
A_33_P3375077,NM_015695,Q9ULD4,,,,
A_33_P3375086,THC2621369,,,,,
A_33_P3375127,AK092544,,,,,
A_33_P3375133,A_33_P3375133,,,,,
A_33_P3375140,AK023946,,,,,
A_33_P3375145,NM_203403,Q8IV03,,,,
A_33_P3375170,AK124483,,,,,
A_33_P3375185,NM_001013632,Q5JR98,,,,
A_33_P3375234,NM_018145,A0A024R9P6,,,,
A_33_P3375259,AK097584,,,,,
A_33_P3375269,A_33_P3375269,,,,,
A_33_P3375279,NR_038945,,,,,
A_33_P3375284,A_33_P3375284,,,,,
A_33_P3375299,ENST00000431083,,,,,
A_33_P3375314,NM_006045,B4DR18,,,,
A_33_P3375334,ENST00000371230,,,,,
A_33_P3375348,A_33_P3375348,,,,,
A_33_P3375358,NM_005299,O00270,,,,
A_33_P3375368,NM_001195381,,,,,
A_33_P3375383,NM_003083,Q13487,,,,
A_33_P3375398,NM_006453,Q12788,,,,
A_33_P3375413,AK128441,,,,,
A_33_P3375435,NM_133447,Q8TF27,,,,
A_33_P3375451,NM_025081,Q9P2P1,,,,
A_33_P3375466,NM_177483,,,,,
A_33_P3375467,NM_177483,,,,,
A_33_P3375476,NM_017566,,,,,
A_33_P3375496,A_33_P3375496,,,,,
A_33_P3375506,NR_045260,,,,,
A_33_P3375513,A_33_P3375513,,,,,
A_33_P3375516,NM_001099408,A6NMX2,,,,
A_33_P3375527,NM_152622,Q7Z3K6,,,,
A_33_P3375528,NM_152622,Q7Z3K6,,,,
A_33_P3375541,NM_000732,B0YIY4,,,,
A_33_P3375553,NM_001162490,,,,,
A_33_P3375556,THC2552206,,,,,
A_33_P3375566,ENST00000439198,,,,,
A_33_P3375576,NM_003980,Q14244,,,,
A_33_P3375613,NM_001204173,,,,,
A_33_P3375626,NR_002577,,,,,
A_33_P3375636,NM_001129891,A6NMK8,,,,
A_33_P3375646,ENST00000485332,,,,,
A_33_P3375657,A_33_P3375657,,,,,
A_33_P3375665,NM_001455,O43524,,,,
A_33_P3375668,A_33_P3375668,,,,,
A_33_P3375673,A_33_P3375673,,,,,
A_33_P3375681,NR_038876,,,,,
A_33_P3375688,NR_038876,,,,,
A_33_P3375708,THC2569912,,,,,
A_33_P3375710,ENST00000427317,,,,,
A_33_P3375720,THC2618540,,,,,
A_33_P3375736,NM_170710,Q8IZU2,,,,
A_33_P3375755,NP366222,,,,,
A_33_P3375762,NR_040117,,,,,
A_33_P3375766,NM_139137,A0A024RBA5,,,,
A_33_P3375775,A_33_P3375775,,,,,
A_33_P3375785,ENST00000423410,,,,,
A_33_P3375790,NM_001145014,A6NLU0,,,,
A_33_P3375794,A_33_P3375794,,,,,
A_33_P3375809,NR_033998,,,,,
A_33_P3375814,A_33_P3375814,,,,,
A_33_P3375819,NR_040075,,,,,
A_33_P3375859,NR_002712,,,,,
A_33_P3375869,AK124198,,,,,
A_33_P3375889,A_33_P3375889,,,,,
A_33_P3375894,A_33_P3375894,,,,,
A_33_P3375899,A_33_P3375899,,,,,
A_33_P3375910,ENST00000375188,,,,,
A_33_P3375934,NM_005746,A0A024R718,,,,
A_33_P3375950,A_33_P3375950,,,,,
A_33_P3376007,NM_175852,P40222,,,,
A_33_P3376017,ENST00000444348,,,,,
A_33_P3376021,A_33_P3376021,,,,,
A_33_P3376026,ENST00000382225,,,,,
A_33_P3376031,ENST00000382225,,,,,
A_33_P3376065,ENST00000456255,,,,,
A_33_P3376071,A_33_P3376071,,,,,
A_33_P3376075,A_33_P3376075,,,,,
A_33_P3376080,NM_001004451,Q8NGS3,,,,
A_33_P3376090,NM_001004452,Q8NGS1,,,,
A_33_P3376095,NM_001040709,Q5VXT5,,,,
A_33_P3376116,NM_182513,Q8NBT2,,,,
A_33_P3376131,BC041437,,,,,
A_33_P3376140,NM_170736,Q99712,,,,
A_33_P3376154,XM_003403838,,,,,
A_33_P3376205,XM_003403419,,,,,
A_33_P3376214,NM_001144829,,,,,
A_33_P3376234,NM_006608,Q9UMS5,,,,
A_33_P3376239,NM_182931,Q8IZD2,,,,
A_33_P3376249,NM_005978,P29034,,,,
A_33_P3376264,ENST00000378938,,,,,
A_33_P3376273,ENST00000378941,,,,,
A_33_P3376292,NR_040064,,,,,
A_33_P3376302,DA144211,,,,,
A_33_P3376321,NM_020477,B3KX39,,,,
A_33_P3376341,NM_001024678,Q50LG9,,,,
A_33_P3376350,AK128263,,,,,
A_33_P3376365,ENST00000377836,,,,,
A_33_P3376379,NM_001139459,,,,,
A_33_P3376404,NM_017883,Q9H1Z4,,,,
A_33_P3376419,XM_001725689,,,,,
A_33_P3376434,NM_001080517,Q9C0A6,,,,
A_33_P3376444,AK127260,,,,,
A_33_P3376449,NM_173570,Q8IYP9,,,,
A_33_P3376454,XR_108564,,,,,
A_33_P3376463,ENST00000475707,,,,,
A_33_P3376478,NM_000102,P05093,,,,
A_33_P3376493,NM_000686,P50052,,,,
A_33_P3376518,ENST00000415156,,,,,
A_33_P3376527,NM_004854,O43529,,,,
A_33_P3376531,XR_110460,,,,,
A_33_P3376541,NM_001037228,,,,,
A_33_P3376546,NM_001039585,,,,,
A_33_P3376551,NM_001039585,,,,,
A_33_P3376622,NM_005937,A0A087WW39,,,,
A_33_P3376636,NM_001017989,,,,,
A_33_P3376644,NM_015571,B3KMM0,,,,
A_33_P3376651,ENST00000511627,,,,,
A_33_P3376661,NR_003570,,,,,
A_33_P3376681,NM_001002911,Q6DWJ6,,,,
A_33_P3376745,A_33_P3376745,,,,,
A_33_P3376762,NR_027001,,,,,
A_33_P3376781,A_33_P3376781,,,,,
A_33_P3376786,ENST00000377469,,,,,
A_33_P3376806,NM_153714,Q8IYJ2,,,,
A_33_P3376821,NM_006144,P12544,,,,
A_33_P3376828,NM_138410,A0A024R2L3,,,,
A_33_P3376836,A_33_P3376836,,,,,
A_33_P3376838,NM_021936,,,,,
A_33_P3376872,NM_007352,P08861,,,,
A_33_P3376873,BC041650,,,,,
A_33_P3376925,A_33_P3376925,,,,,
A_33_P3376947,ENST00000537276,,,,,
A_33_P3376954,A_33_P3376954,,,,,
A_33_P3376958,NR_027293,,,,,
A_33_P3376965,NM_024111,Q9BUX1,,,,
A_33_P3376971,NM_024111,Q9BUX1,,,,
A_33_P3376976,NR_024504,,,,,
A_33_P3377005,NM_173573,Q8IXW0,,,,
A_33_P3377045,NM_017913,Q7L3B6,,,,
A_33_P3377060,NM_003144,P43307,,,,
A_33_P3377090,A_33_P3377090,,,,,
A_33_P3377100,NM_021081,P01286,,,,
A_33_P3377110,NM_001134404,Q6ZQS1,,,,
A_33_P3377130,NM_005923,Q99683,,,,
A_33_P3377151,NM_006274,Q6IBD6,,,,
A_33_P3377176,THC2581026,,,,,
A_33_P3377187,NR_024355,,,,,
A_33_P3377190,AK127156,,,,,
A_33_P3377194,NM_033304,P35348,,,,
A_33_P3377199,NM_002574,Q06830,,,,
A_33_P3377209,NM_207168,,,,,
A_33_P3377229,NM_001142946,E9PAM5,,,,
A_33_P3377239,NR_026885,,,,,
A_33_P3377256,NR_036498,,,,,
A_33_P3377261,NM_014245,Q9UBF6,,,,
A_33_P3377269,THC2769306,,,,,
A_33_P3377274,A_33_P3377274,,,,,
A_33_P3377294,ENST00000349937,,,,,
A_33_P3377304,NM_001198531,Q9NQB0,,,,
A_33_P3377346,NR_036481,,,,,
A_33_P3377364,NM_000213,A0A024R8T0,,,,
A_33_P3377380,ENST00000450157,,,,,
A_33_P3377391,THC2772049,,,,,
A_33_P3377399,ENST00000520078,,,,,
A_33_P3377439,NM_001004483,Q8NGS7,,,,
A_33_P3377459,NM_001040284,Q8NDF8,,,,
A_33_P3377514,NM_005522,P49639,,,,
A_33_P3377519,ENST00000222728,,,,,
A_33_P3377529,NM_002141,Q00056,,,,
A_33_P3377549,ENST00000392133,,,,,
A_33_P3377564,NM_006150,A0A024QYW5,,,,
A_33_P3377609,NM_001174044,P38567,,,,
A_33_P3377619,NM_153810,Q86Y37,,,,
A_33_P3377644,NM_001004308,Q6ZR62,,,,
A_33_P3377649,NM_005865,Q9NQE7,,,,
A_33_P3377691,NM_001008393,Q504U0,,,,
A_33_P3377703,ENST00000420143,,,,,
A_33_P3377705,A_33_P3377705,,,,,
A_33_P3377714,A_33_P3377714,,,,,
A_33_P3377719,AK123839,,,,,
A_33_P3377729,AA213559,,,,,
A_33_P3377744,AK000950,,,,,
A_33_P3377750,NM_177417,A0A024R0V3,,,,
A_33_P3377760,DA946325,,,,,
A_33_P3377763,NR_027084,,,,,
A_33_P3377786,XR_133064,,,,,
A_33_P3377851,NM_020709,Q9ULN7,,,,
A_33_P3377888,AK123255,,,,,
A_33_P3377911,THC2499144,,,,,
A_33_P3377994,NM_032387,Q96J92,,,,
A_33_P3378011,XM_003403552,,,,,
A_33_P3378031,NM_152834,Q96B42,,,,
A_33_P3378047,NM_178123,B3KTX3,,,,
A_33_P3378051,NM_178123,B3KTX3,,,,
A_33_P3378056,ENST00000478375,,,,,
A_33_P3378061,NM_178563,Q8NEM8,,,,
A_33_P3378081,NM_152336,Q96MI9,,,,
A_33_P3378101,NM_032785,Q5VU57,,,,
A_33_P3378126,NM_058229,A0A024R9F3,,,,
A_33_P3378136,NM_001004735,Q8NGL3,,,,
A_33_P3378161,AK126015,,,,,
A_33_P3378171,NR_026833,,,,,
A_33_P3378212,NM_030973,Q71SY5,,,,
A_33_P3378216,A_33_P3378216,,,,,
A_33_P3378256,XM_003119588,,,,,
A_33_P3378269,A_33_P3378269,,,,,
A_33_P3378272,ENST00000431918,,,,,
A_33_P3378284,NM_144613,Q6YFQ2,,,,
A_33_P3378291,NM_001001694,Q6ZVW7,,,,
A_33_P3378318,A_33_P3378318,,,,,
A_33_P3378334,NM_001042550,A0A024R158,,,,
A_33_P3378354,ENST00000389600,,,,,
A_33_P3378360,NM_013237,Q9Y255,,,,
A_33_P3378383,NR_003260,,,,,
A_33_P3378384,NR_003260,,,,,
A_33_P3378412,A_33_P3378412,,,,,
A_33_P3378420,ENST00000469965,,,,,
A_33_P3378430,NM_138400,Q5C9Z4,,,,
A_33_P3378435,THC2503633,,,,,
A_33_P3378491,ENST00000390373,,,,,
A_33_P3378509,NM_032557,Q8NB14,,,,
A_33_P3378514,NM_001083,O76074,,,,
A_33_P3378531,NM_020682,Q9HBK9,,,,
A_33_P3378534,AK123230,,,,,
A_33_P3378545,ENST00000553812,,,,,
A_33_P3378549,THC2646999,,,,,
A_33_P3378556,NM_000128,P03951,,,,
A_33_P3378614,NR_027378,,,,,
A_33_P3378630,AK097743,,,,,
A_33_P3378634,ENST00000506633,,,,,
A_33_P3378644,NM_004426,P78364,,,,
A_33_P3378654,AK056520,,,,,
A_33_P3378659,NM_001003799,A2JGV3,,,,
A_33_P3378665,NM_152332,Q8N9U0,,,,
A_33_P3378680,ENST00000378013,,,,,
A_33_P3378684,A_33_P3378684,,,,,
A_33_P3378689,NM_016628,Q9BTA9,,,,
A_33_P3378697,A_33_P3378697,,,,,
A_33_P3378702,AK127786,,,,,
A_33_P3378707,NR_027053,,,,,
A_33_P3378737,ENST00000463391,,,,,
A_33_P3378772,NM_001042429,,,,,
A_33_P3378777,NR_026642,,,,,
A_33_P3378785,AK124823,,,,,
A_33_P3378790,NM_001082972,,,,,
A_33_P3378800,NM_004068,Q96CW1,,,,
A_33_P3378835,NM_004252,O14745,,,,
A_33_P3378865,ENST00000375389,,,,,
A_33_P3378880,ENST00000377803,,,,,
A_33_P3378895,NR_015383,,,,,
A_33_P3378915,NM_001130955,,,,,
A_33_P3378920,NM_001198845,,,,,
A_33_P3378925,NM_006328,,,,,
A_33_P3378935,AB209007,,,,,
A_33_P3378945,A_33_P3378945,,,,,
A_33_P3378962,ENST00000419926,,,,,
A_33_P3378972,NM_080872,Q6UXZ4,,,,
A_33_P3379001,NM_133369,Q6ZN44,,,,
A_33_P3379004,AK130723,,,,,
A_33_P3379017,NM_015094,Q96JB3,,,,
A_33_P3379039,NM_001178126,B9A064,,,,
A_33_P3379046,XR_112442,,,,,
A_33_P3379056,A_33_P3379056,,,,,
A_33_P3379061,NM_001001938,Q6ZRZ4,,,,
A_33_P3379076,ENST00000506335,,,,,
A_33_P3379081,BE265920,,,,,
A_33_P3379091,NM_145731,,,,,
A_33_P3379106,NR_027755,,,,,
A_33_P3379116,THC2537731,,,,,
A_33_P3379136,A_33_P3379136,,,,,
A_33_P3379141,NR_045125,,,,,
A_33_P3379157,NM_014341,A0A024RD08,,,,
A_33_P3379166,XM_001719518,,,,,
A_33_P3379176,AK022678,,,,,
A_33_P3379190,NM_001005494,Q8NGE1,,,,
A_33_P3379199,NM_013387,,,,,
A_33_P3379215,A_33_P3379215,,,,,
A_33_P3379231,A_33_P3379231,,,,,
A_33_P3379251,NM_001105581,A6NM36,,,,
A_33_P3379268,NM_207103,Q6UWF3,,,,
A_33_P3379326,NM_138715,,,,,
A_33_P3379341,NM_001144931,A0A0F7RQT4,,,,
A_33_P3379356,NM_001122742,,,,,
A_33_P3379371,NM_001005861,A0A087WUK1,,,,
A_33_P3379377,NM_004990,P56192,,,,
A_33_P3379381,NM_207014,Q5VTH9,,,,
A_33_P3379391,NM_177925,A0A024RAS2,,,,
A_33_P3379396,NM_006121,P04264,,,,
A_33_P3379406,BC071853,,,,,
A_33_P3379436,NR_026802,,,,,
A_33_P3379454,NM_013282,A0A087WVR3,,,,
A_33_P3379456,NM_015677,Q96HL8,,,,
